rowNumber," name"," position"," height"," foot"
1983," Robert Snodgrass"," A"," 182"," Left"
1984," Zubikarai"," GK"," 185"," Right"
1985," Scott McDonald"," A"," 173"," Right"
1986," Darryl Duffy"," A"," 180"," Right"
1987," Charlie Adam"," M"," 185"," Left"
1988," Gary MacKenzie"," D"," 191"," Right"
1989," Ross McCormack"," A"," 175"," Right"
1990," Markel Bergara"," M"," 180"," Right"
1991," Juan Dominguez"," A"," 174"," Right"
1992," Claude Gnakpa"," M"," 183"," Right"
1993," Ville Jalasto"," D"," 183"," Right"
1994," Federico Vilar"," GK"," 181"," Right"
1995," Horacio Cervantes"," D"," 190"," Right"
1996," Fernando Arce"," M"," 169"," Right"
1997," Aarón Padilla"," A"," 170"," Right"
1998," Luis Gabriel Rey"," A"," 182"," Left"
1999," Márcio Araújo"," M"," 172"," Right"
2000," Roman Eremenko"," M"," 180"," Right"
2001," Rodrigo"," D"," 182"," Right"
2002," Michael Poke"," GK"," 186"," Right"
2003," Martin Cranie"," D"," 183"," Right"
2004," Matthew Mills"," D"," 191"," Right"
2005," Dexter Blackstock"," A"," 185"," Left"
2006," Leon Best"," A"," 185"," Right"
2007," Jerome Thomas"," A"," 178"," Right"
2008," Rob Burch"," GK"," 188"," Right"
2009," Cristian Săpunaru"," D"," 187"," Right"
2010," Carlitos"," M"," 175"," Right"
2011," Kasper Bøgelund"," D"," 180"," Right"
2012," Joe Lewis"," GK"," 198"," Right"
2013," Karim Haggui"," D"," 190"," Right"
2014," Seyi Olajengbesi"," D"," 192"," Right"
2015," Jakub Rzeźniczak"," D"," 183"," Right"
2016," Marcelo"," GK"," 190"," Right"
2017," Ederson"," M"," 181"," Right"
2018," Rachid Bouaouzan"," M"," 170"," Right"
2019," Radhi Jaidi"," D"," 189"," Right"
2020," Karim Saïdi"," D"," 186"," Right"
2021," Shaun Barker"," D"," 188"," Right"
2022," Will Hoskins"," A"," 178"," Right"
2023," Daniel McBreen"," A"," 186"," Left"
2024," Adam El-Abd"," D"," 180"," Right"
2025," Jake Robinson"," A"," 175"," Right"
2026," Adebayo Akinfenwa"," A"," 180"," Right"
2027," Danny Jackman"," D"," 163"," Left"
2028," Adrián García Arias"," D"," 182"," Left"
2029," Felipe Ayala"," M"," 177"," Right"
2030," Moisés Muñoz"," GK"," 183"," Right"
2031," Mauricio Molina"," M"," 177"," Left"
2032," Mariano Trujillo"," M"," 172"," Right"
2033," Carlos Adrián Morales"," D"," 173"," Left"
2034," Damián Álvarez"," M"," 165"," Right"
2035," Rafael Márquez Lugo"," A"," 172"," Right"
2036," Ricardo Cabanas"," M"," 173"," Right"
2037," Brett Ormerod"," A"," 177"," Right"
2038," José de Jesús Corona"," GK"," 184"," Right"
2039," Omar Flores"," D"," 183"," Right"
2040," Juan Carlos Valenzuela"," D"," 179"," Right"
2041," Manuel Pérez"," M"," 174"," Right"
2042," Juan Carlos Medina"," M"," 170"," Right"
2043," Guillaume Hoarau"," A"," 192"," Right"
2044," Alfredo Talavera"," GK"," 188"," Right"
2045," Francisco Rodríguez"," D"," 191"," Right"
2046," Thomas Gebauer"," GK"," 191"," Right"
2047," Christoph Janker"," D"," 185"," Right"
2048," Richard Wood"," D"," 191"," Left"
2049," Chris Birchall"," M"," 175"," Right"
2050," Scott Vernon"," A"," 185"," Right"
2051," Anthony Vanden Borre"," M"," 185"," Right"
2052," Yuki Abe"," M"," 178"," Right"
2053," Elgabry Rangel"," M"," 165"," Right"
2054," Rodrigo Ruíz"," A"," 163"," Left"
2055," Vicente Matías Vuoso"," A"," 180"," Right"
2056," Mario Pérez"," D"," 178"," Left"
2057," Daniel Hernández"," M"," 180"," Left"
2058," Thomas Buffel"," M"," 175"," Right"
2059," Jonathan Legear"," M"," 179"," Right"
2060," Maarten Martens"," M"," 176"," Left"
2061," Oleg Iachtchouk"," A"," 183"," Right"
2062," Grégory Lorenzi"," D"," 186"," Left"
2063," Alexandre Barbier"," D"," 180"," Right"
2064," Romaric"," M"," 187"," Left"
2065," Piotr Ćwielong"," M"," 171"," Right"
2066," Franck Ribéry"," M"," 170"," Right"
2067," Barel Mouko"," GK"," 177"," Right"
2068," Charles Diers"," M"," 185"," Right"
2069," Franck Dja Djédjé"," A"," 176"," Right"
2070," Yohan Eudeline"," M"," 182"," Right"
2071," Yoan Gouffran"," A"," 176"," Right"
2072," Edson Braafheid"," D"," 180"," Left"
2073," David Norris"," M"," 170"," Right"
2074," Andrew Considine"," D"," 183"," Left"
2075," Ryan O'Leary"," D"," 183"," Right"
2076," Lasse Nilsson"," A"," 180"," Right"
2077," Andreas Granqvist"," D"," 192"," Right"
2078," Rudi Skacel"," M"," 178"," Left"
2079," Mathieu Flamini"," M"," 178"," Right"
2080," Julien Faubert"," D"," 180"," Right"
2081," Juan Arango"," M"," 180"," Left"
2082," Guillermo Rojas"," A"," 165"," Left"
2083," Daniel Alcántar"," D"," 168"," Right"
2084," Lukas Sinkiewicz"," M"," 192"," Right"
2085," Kang Yong"," D"," 178"," Right"
2086," Darren Pratley"," M"," 185"," Right"
2087," Stephen Rice"," M"," 179"," Right"
2088," Cícero"," M"," 181"," Left"
2089," Olivier Werner"," GK"," 193"," Right"
2090," Chuva"," A"," 186"," Right"
2091," Ceará"," D"," 175"," Right"
2092," Róbson"," M"," 175"," Right"
2093," Christophe Berra"," D"," 191"," Left"
2094," Gennaro Sardo"," D"," 190"," Right"
2095," Antonio Nocerino"," M"," 175"," Right"
2096," Dennis Cagara"," D"," 172"," Left"
2097," Del Pino"," A"," 176"," Right"
2098," Miguel Calero"," GK"," 189"," Left"
2099," Joel Huiqui"," D"," 184"," Right"
2100," Fausto Pinto"," D"," 166"," Left"
2101," Sergio Santana"," A"," 180"," Right"
2102," Pascal Bosschaart"," D"," 183"," Left"
2103," Alje Schut"," D"," 193"," Left"
2104," Rob van Dijk"," GK"," 187"," Right"
2105," Lucas Ayala"," M"," 175"," Right"
2106," Patrick Zwaanswijk"," D"," 190"," Left"
2107," Richy"," D"," 184"," Left"
2108," Maicon"," M"," 184"," Right"
2109," Rodrigo Tiuí"," M"," 177"," Left"
2110," Paul Crowley"," M"," 178"," Right"
2111," John Russell"," M"," 176"," Right"
2112," Neri Cardozo"," M"," 171"," Right"
2113," Sean Dillon"," D"," 183"," Right"
2114," Dirk Kuyt"," A"," 184"," Right"
2115," Stephen Elliott"," A"," 176"," Right"
2116," Arizmendi"," A"," 189"," Right"
2117," Toché"," A"," 180"," Right"
2118," Fabiano"," M"," 181"," Right"
2119," Christian Valdez"," M"," 170"," Right"
2120," Jérémy Blayac"," A"," 187"," Right"
2121," Ryan Babel"," A"," 185"," Right"
2122," Tom De Mul"," A"," 173"," Right"
2123," Thomas Vermaelen"," D"," 183"," Left"
2124," Rasmus Lindgren"," M"," 180"," Right"
2125," Sylvain Marveaux"," M"," 172"," Left"
2126," Junior Agogo"," A"," 178"," Right"
2127," Ashley Vincent"," A"," 183"," Right"
2128," Rutger Worm"," A"," 180"," Right"
2129," Benoit Assou-Ekotto"," D"," 180"," Left"
2130," Mohamed Sissoko"," M"," 187"," Right"
2131," Anthony Murphy"," M"," 178"," Right"
2132," Joseph Ndo"," M"," 179"," Right"
2133," Brendan Clarke"," GK"," 187"," Right"
2134," Christian Giménez"," M"," 179"," Right"
2135," Ashkan Dejagah"," M"," 181"," Left"
2136," Sejad Salihović"," M"," 182"," Left"
2137," Christian Müller"," M"," 182"," Right"
2138," Andrija Delibašić"," A"," 187"," Right"
2139," Daniel de Ridder"," M"," 180"," Right"
2140," Amaya"," D"," 190"," Left"
2141," Adam Barrett"," D"," 178"," Left"
2142," Pedro López"," D"," 174"," Right"
2143," Raúl Albiol"," D"," 190"," Right"
2144," Jamie Mackie"," A"," 173"," Right"
2145," Josh Low"," M"," 185"," Right"
2146," Jorge Valdivia"," M"," 173"," Right"
2147," Kamil Kosowski"," M"," 189"," Left"
2148," Giuseppe Rossini"," A"," 193"," Right"
2149," Alexandre Song"," M"," 184"," Right"
2150," Shelton Martis"," D"," 185"," Right"
2151," Efraín Velarde"," M"," 171"," Left"
2152," Marco Antonio Palacios"," D"," 192"," Right"
2153," Gonzalo Pineda"," M"," 177"," Left"
2154," Moritz Stoppelkamp"," M"," 180"," Right"
2155," Thomas Prager"," M"," 174"," Right"
2156," Andrea De Falco"," M"," 179"," Right"
2157," Djamel Mesbah"," M"," 180"," Left"
2158," Julien Ielsch"," D"," 172"," Left"
2159," Enoch Showunmi"," A"," 196"," Left"
2160," Christoph Saurer"," M"," 175"," Right"
2161," Niko Kranjčar"," M"," 185"," Right"
2162," Paul Thomik"," M"," 178"," Right"
2163," Markus Steinhöfer"," D"," 175"," Right"
2164," Andreas Ottl"," M"," 186"," Right"
2165," Matt Fryatt"," A"," 178"," Right"
2166," Julian Bennett"," D"," 185"," Left"
2167," Scott Dann"," D"," 188"," Right"
2168," Laurent Ciman"," D"," 182"," Right"
2169," Ballesteros"," D"," 188"," Right"
2170," José Mari"," A"," 183"," Right"
2171," Uwe Hünemeier"," D"," 189"," Right"
2172," Besart Berisha"," A"," 185"," Right"
2173," Mustafa Kucukovic"," A"," 193"," Right"
2174," Marco Russ"," D"," 190"," Right"
2175," Mohammed Tchité"," A"," 177"," Right"
2176," Anssi Jaakkola"," GK"," 193"," Right"
2177," Simone Bentivoglio"," M"," 184"," Right"
2178," Gaetano Caridi"," M"," 176"," Right"
2179," Elvis Abbruscato"," A"," 181"," Left"
2180," Maurizio Peccarisi"," D"," 192"," Right"
2181," Angelo Rea"," D"," 185"," Right"
2182," Giuseppe De Feudis"," M"," 174"," Left"
2183," Marco Bernacci"," A"," 193"," Right"
2184," Nico Pulzetti"," M"," 176"," Right"
2185," Edmond Kapllani"," A"," 185"," Right"
2186," Klemen Lavrič"," A"," 188"," Right"
2187," Naby-Moussa Yattara"," GK"," 179"," Right"
2188," David Mooney"," A"," 187"," Right"
2189," Alex Silva"," D"," 192"," Right"
2190," Zé Castro"," D"," 183"," Right"
2191," Kalifa Cissé"," M"," 188"," Right"
2192," Tommy Smith"," A"," 178"," Right"
2193," Wim Mennes"," M"," 185"," Right"
2194," Michael Ball"," D"," 178"," Left"
2195," Lionel Messi"," A"," 169"," Left"
2196," Michaël Cordier"," GK"," 184"," Right"
2197," Tulio de Melo"," A"," 193"," Right"
2198," Cleveland Taylor"," A"," 173"," Right"
2199," Alan Tate"," D"," 185"," Right"
2200," Pablo Álvarez"," D"," 177"," Right"
2201," Pablo Ledesma"," M"," 178"," Right"
2202," Yohann Rivière"," A"," 185"," Left"
2203," Benoît Costil"," GK"," 186"," Right"
2204," Daniele Mannini"," A"," 183"," Right"
2205," Florian Mohr"," D"," 182"," Right"
2206," Daniel Brückner"," M"," 183"," Left"
2207," Jefferson Farfán"," M"," 178"," Right"
2208," Aaron Hunt"," M"," 183"," Left"
2209," Zola Matumona"," M"," 165"," Left"
2210," Salva Sevilla"," M"," 178"," Right"
2211," Landry Mulemo"," D"," 177"," Left"
2212," Mario Sonnleitner"," D"," 182"," Right"
2213," Michael Parensen"," M"," 180"," Left"
2214," Manfred Razenböck"," GK"," 190"," Right"
2215," Andreas Rauscher"," D"," 179"," Right"
2216," Ricardo Villar"," M"," 177"," Right"
2217," Patrick Wolf"," M"," 184"," Right"
2218," Marc-Antoine Fortuné"," A"," 183"," Right"
2219," Juanra"," D"," 183"," Right"
2220," Mariano Bogliacino"," M"," 177"," Left"
2221," Elsad Zverotic"," D"," 179"," Right"
2222," Alan Julian"," GK"," 188"," Right"
2223," Salomon Kalou"," A"," 186"," Right"
2224," Gibril Sankoh"," D"," 187"," Right"
2225," Xavier Chen"," D"," 175"," Right"
2226," Richard Socrier"," A"," 186"," Right"
2227," Julien Gorius"," M"," 182"," Right"
2228," Claudio Lustenberger"," D"," 182"," Left"
2229," Steve Gohouri"," D"," 189"," Left"
2230," Damir Vrancic"," M"," 184"," Right"
2231," Mark González"," M"," 176"," Left"
2232," Ibrahim Afellay"," A"," 180"," Right"
2233," Nana Akwasi Asare"," M"," 172"," Left"
2234," Jan Wuytens"," D"," 189"," Left"
2235," Marcin Smoliński"," M"," 174"," Left"
2236," Ken Reichel"," D"," 185"," Left"
2237," André-Joël Sami"," D"," 190"," Right"
2238," Sébastien Meoli"," D"," 186"," Left"
2239," Nicolas Marazzi"," M"," 177"," Right"
2240," Gelson Fernandes"," M"," 183"," Right"
2241," Didier Crettenand"," M"," 180"," Right"
2242," Mišo Brečko"," D"," 178"," Right"
2243," Lorenzo Squizzi"," GK"," 191"," Right"
2244," Antonio Giosa"," D"," 185"," Left"
2245," Scott Barron"," D"," 178"," Left"
2246," Johnny Leoni"," GK"," 189"," Right"
2247," João Carlos"," D"," 189"," Right"
2248," Adaílton"," D"," 190"," Right"
2249," Rowan Vine"," A"," 185"," Right"
2250," Kenwyne Jones"," A"," 187"," Right"
2251," Ibrahim Sekagya"," D"," 185"," Right"
2252," Oribe Peralta"," A"," 178"," Right"
2253," Ezequiel Miralles"," A"," 176"," Right"
2254," Alejandro Castro"," D"," 176"," Right"
2255," Andy Williams"," M"," 173"," Right"
2256," Matthieu Chalmé"," D"," 176"," Right"
2257," Dante"," D"," 188"," Left"
2258," Mathieu Debuchy"," D"," 178"," Right"
2259," Nicolas Fauvergue"," A"," 193"," Right"
2260," Nicolas Raynier"," A"," 181"," Right"
2261," Thomas Kessler"," GK"," 197"," Right"
2262," Enis Alushi"," M"," 180"," Right"
2263," Thomas Bröker"," A"," 186"," Right"
2264," Knut Olav Rindarøy"," D"," 178"," Left"
2265," William Kvist"," M"," 184"," Right"
2266," Morten Bertolt"," M"," 187"," Right"
2267," Paul Obiefule"," M"," 184"," Right"
2268," Rodrigo Defendi"," D"," 190"," Left"
2269," David Edwards"," M"," 185"," Right"
2270," Roberto Colombo"," GK"," 190"," Right"
2271," Rey Volpato"," A"," 187"," Left"
2272," Florent Perraud"," GK"," 180"," Right"
2273," Manuel Weber"," M"," 184"," Right"
2274," David González"," M"," 171"," Right"
2275," Philipp Tschauner"," GK"," 196"," Right"
2276," Florian Stahel"," D"," 185"," Right"
2277," Niels Fleuren"," D"," 176"," Left"
2278," Willem Janssen"," M"," 186"," Left"
2279," Iain Turner"," GK"," 193"," Right"
2280," Leon Osman"," M"," 173"," Right"
2281," Juanlu Hens"," M"," 178"," Right"
2282," Gökhan Inler"," M"," 183"," Right"
2283," Fernando Espinosa"," M"," 168"," Right"
2284," Cirilo Saucedo"," GK"," 186"," Right"
2285," Juan Carlos Leaño"," D"," 184"," Right"
2286," Guadalupe Martínez"," GK"," 189"," Right"
2287," Jean Beausejour"," M"," 177"," Left"
2288," Tobias Weis"," M"," 170"," Right"
2289," Christian Gentner"," M"," 189"," Left"
2290," Anthony Gerrard"," D"," 188"," Right"
2291," Thomas Reinmann"," D"," 176"," Right"
2292," Daniel Fox"," D"," 183"," Left"
2293," Pirmin Schwegler"," M"," 178"," Right"
2294," Marco Schneuwly"," A"," 183"," Left"
2295," Stefano Botta"," M"," 173"," Left"
2296," Petter Andersson"," M"," 180"," Right"
2297," René Gartler"," A"," 181"," Right"
2298," Lucas Biglia"," M"," 178"," Right"
2299," Hugo Colace"," M"," 179"," Left"
2300," Federico Nieto"," A"," 190"," Right"
2301," Marco Padalino"," M"," 177"," Right"
2302," Peter Larsson"," D"," 187"," Right"
2303," César Santin"," A"," 174"," Right"
2304," Matías Silvestre"," D"," 184"," Right"
2305," Mikael Yourassowsky"," A"," 179"," Left"
2306," Steven Taylor"," D"," 188"," Right"
2307," Davide Zoboli"," D"," 190"," Right"
2308," Gianni Munari"," M"," 190"," Right"
2309," Jonathan Pitroipa"," A"," 176"," Right"
2310," Romuald Peiser"," GK"," 187"," Right"
2311," Ezequiel Lavezzi"," A"," 173"," Right"
2312," Dean Shiels"," M"," 180"," Right"
2313," Bob Harris"," D"," 168"," Left"
2314," Craig Bryson"," M"," 170"," Right"
2315," Sölvi Ottesen"," D"," 188"," Right"
2316," Bafétimbi Gomis"," A"," 184"," Right"
2317," Loïc Perrin"," M"," 180"," Right"
2318," Rafael Marques"," D"," 185"," Left"
2319," Jurado"," M"," 176"," Right"
2320," Trashorras"," M"," 179"," Right"
2321," Alaixys Romao"," M"," 180"," Right"
2322," Gerardo Rodríguez"," M"," 176"," Left"
2323," Enrico Guarna"," GK"," 185"," Right"
2324," Jason Čulina"," M"," 175"," Right"
2325," Michael Krohn-Dehli"," M"," 170"," Right"
2326," Marco Cellini"," A"," 170"," Right"
2327," Fabio Quagliarella"," A"," 180"," Right"
2328," Christian Puggioni"," GK"," 187"," Right"
2329," Manuel Coppola"," M"," 172"," Right"
2330," Agostino Garofalo"," D"," 178"," Left"
2331," Leandro Guerreiro"," M"," 182"," Right"
2332," Raffaele Palladino"," A"," 180"," Right"
2333," Riccardo Montolivo"," M"," 181"," Right"
2334," Brian Nielsen"," M"," 180"," Left"
2335," Andy Wilkinson"," D"," 180"," Right"
2336," Alexander Pöllhuber"," D"," 200"," Right"
2337," Mario Reiter"," M"," 186"," Right"
2338," Armando Navarrete"," GK"," 178"," Left"
2339," Adnan Custović"," A"," 186"," Right"
2340," Garry Richards"," D"," 191"," Right"
2341," Erwin Hoffer"," A"," 176"," Right"
2342," Bernhard Schachner"," M"," 178"," Right"
2343," Patrick Amoah"," A"," 183"," Right"
2344," Loukas Vyntra"," D"," 184"," Right"
2345," Andrea Giallombardo"," D"," 175"," Left"
2346," Yohan Démont"," M"," 181"," Right"
2347," Paulo Sérgio"," A"," 165"," Right"
2348," Ian Black"," M"," 173"," Right"
2349," Arouca"," M"," 171"," Right"
2350," Pedro Silva"," D"," 180"," Right"
2351," Pablo Mastroeni"," M"," 178"," Right"
2352," Paul Robinson"," D"," 175"," Left"
2353," Ian Goodison"," D"," 185"," Right"
2354," Marco Zambelli"," D"," 180"," Right"
2355," Diego Pérez"," M"," 177"," Right"
2356," Roberto"," A"," 190"," Left"
2357," Abraham"," M"," 178"," Right"
2358," Damien Delaney"," D"," 191"," Left"
2359," Clayton Donaldson"," A"," 185"," Right"
2360," Damià"," D"," 188"," Right"
2361," Javito"," A"," 173"," Right"
2362," Scott Wiseman"," D"," 183"," Right"
2363," Sander Boschker"," GK"," 184"," Left"
2364," Simon Cziommer"," M"," 176"," Right"
2365," Luis García"," A"," 177"," Right"
2366," Peter Van der Heyden"," D"," 184"," Left"
2367," Ben Watson"," M"," 178"," Right"
2368," Tom Soares"," M"," 183"," Right"
2369," Sam Togwell"," M"," 180"," Right"
2370," Eugene Galeković"," GK"," 187"," Right"
2371," Jesús Gámez"," D"," 182"," Right"
2372," Stephen Hunt"," M"," 172"," Left"
2373," Alex Terra"," A"," 166"," Right"
2374," André Lima"," A"," 185"," Right"
2375," Sergey Kornilenko"," A"," 185"," Left"
2376," Igor Lolo"," D"," 180"," Right"
2377," Miodrag Džudović"," D"," 197"," Right"
2378," Seweryn Gancarczyk"," D"," 181"," Left"
2379," David Abraham"," D"," 188"," Right"
2380," Jérémy Ménez"," M"," 181"," Right"
2381," Laurence Wilson"," D"," 178"," Left"
2382," Ólafur Skúlason"," M"," 183"," Left"
2383," Borges"," A"," 176"," Right"
2384," Fred"," A"," 185"," Right"
2385," Nick Rimando"," GK"," 178"," Right"
2386," Martin Stranzl"," D"," 190"," Right"
2387," Bruno Silva"," D"," 178"," Right"
2388," Sergey Narubin"," GK"," 196"," Right"
2389," Tyrone Marshall"," D"," 188"," Right"
2390," Evgeniy Savin"," A"," 187"," Right"
2391," Chidi Odiah"," D"," 183"," Right"
2392," Pablo Guiñazú"," M"," 172"," Left"
2393," Tarmo Kink"," A"," 183"," Left"
2394," Alexandr Orekhov"," D"," 198"," Right"
2395," Shamil Asildarov"," A"," 186"," Right"
2396," Michael Symes"," A"," 191"," Right"
2397," Marvin Matip"," D"," 184"," Right"
2398," Joan Hartock"," GK"," 189"," Right"
2399," Hatem Ben Arfa"," A"," 178"," Left"
2400," Darren Barr"," D"," 182"," Right"
2401," Alfredo González Tahuilán"," D"," 182"," Right"
2402," Carlos Bueno"," A"," 178"," Right"
2403," Mauricio Romero"," A"," 180"," Right"
2404," Luis Enrique Robles"," M"," 169"," Right"
2405," Víctor Montaño"," A"," 177"," Right"
2406," Alejandro Vela"," M"," 172"," Left"
2407," Andrea Russotto"," A"," 175"," Right"
2408," Diego de la Torre"," M"," 178"," Right"
2409," François Clerc"," D"," 187"," Right"
2410," José Arturo Rivas"," D"," 187"," Left"
2411," Edgar Dueñas"," D"," 185"," Right"
2412," Javi García"," M"," 187"," Right"
2413," Noel Hunt"," A"," 173"," Right"
2414," Conrad Logan"," GK"," 188"," Right"
2415," Milos Maric"," M"," 176"," Right"
2416," Davide Chiumiento"," M"," 170"," Right"
2417," Agirretxe"," A"," 185"," Right"
2418," Xabi Castillo"," D"," 184"," Left"
2419," Óscar Rojas"," D"," 173"," Right"
2420," Valon Behrami"," M"," 185"," Right"
